pagina,numero_token_originali,numero_nodi_grafo,numero_archi_grafo,gradi_dei_nodi,coefficiente_clustering_medio,lunghezza_media_cammino_minimo
97,227,227,183,"[0, 0, 0, 5, 7, 0, 2, 1, 6, 5, 1, 0, 1, 0, 6, 0, 7, 3, 0, 3, 0, 0, 0, 9, 2, 0, 1, 0, 2, 2, 0, 2, 0, 3, 6, 0, 0, 0, 9, 0, 9, 0, 0, 7, 2, 0, 0, 1, 0, 5, 6, 0, 0, 2, 0, 9, 0, 9, 0, 2, 0, 1, 2, 1, 0, 9, 6, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 7, 2, 0, 6, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 2, 3, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 6, 0, 2, 0, 0, 0, 1, 3, 0, 0, 1, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 6, 0, 0, 1, 0, 0, 0, 1, 1, 9, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 5, 0, 0, 0, 0, 2, 6, 1, 0, 0, 1, 6, 0, 6, 0, 0, 0, 0, 6, 0, 9, 2, 0, 6, 9, 2, 1, 0, 5, 1, 0, 0, 7, 2, 3, 0, 7, 2, 1, 0, 1, 0, 0, 0, 3, 1, 0, 7, 1, 0, 0, 0, 0, 9, 2, 0, 0, 0, 0]",0.2649045521292217,1.0
98,181,181,87,"[0, 0, 2, 0, 5, 4, 3, 0, 0, 2, 0, 4, 0, 2, 2, 2, 0, 0, 0, 2, 0, 0, 2, 4, 5, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 5, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 5, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 4, 0, 0, 5, 0, 0, 0, 1, 1, 5, 0, 0, 1, 1, 1, 1, 0, 5, 0, 0, 0, 0, 1, 0, 4, 0, 3, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 5, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 1, 1, 0, 4, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.2265193370165746,1.0
99,218,218,156,"[0, 0, 0, 4, 1, 2, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 5, 0, 0, 1, 1, 4, 7, 0, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 2, 2, 2, 0, 3, 0, 0, 2, 1, 0, 1, 0, 3, 1, 5, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0, 7, 3, 0, 1, 0, 0, 1, 1, 1, 4, 0, 7, 1, 2, 1, 0, 0, 5, 1, 0, 1, 1, 2, 5, 1, 7, 7, 2, 0, 0, 3, 1, 1, 0, 5, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 5, 0, 0, 2, 2, 2, 1, 0, 0, 3, 0, 0, 0, 0, 2, 0, 5, 1, 0, 5, 0, 5, 1, 0, 1, 2, 4, 1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 1, 1, 4, 2, 0, 1, 0, 0, 7, 1, 0, 1, 1, 2, 1, 1, 1, 2, 15, 1, 0, 0, 5, 1, 0, 0, 0, 2, 2, 1, 0, 7, 1, 0, 2, 1, 0, 2, 2, 7, 7, 0, 0, 5, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0]",0.29643949322848406,2.155844155844156
100,240,240,240,"[0, 0, 0, 0, 8, 7, 0, 4, 7, 0, 0, 0, 4, 1, 8, 0, 0, 0, 3, 3, 0, 1, 2, 1, 0, 3, 0, 2, 2, 6, 0, 6, 0, 8, 0, 3, 0, 0, 1, 0, 0, 3, 1, 1, 1, 0, 0, 7, 0, 0, 2, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 8, 7, 2, 6, 8, 1, 0, 7, 4, 3, 8, 2, 0, 8, 1, 0, 0, 1, 0, 5, 1, 1, 2, 1, 4, 7, 1, 1, 0, 3, 8, 0, 0, 3, 2, 7, 0, 1, 8, 4, 4, 7, 1, 1, 8, 2, 0, 3, 2, 0, 7, 4, 0, 2, 1, 0, 2, 1, 1, 4, 7, 2, 6, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 8, 1, 1, 7, 0, 0, 0, 0, 3, 0, 0, 2, 3, 0, 8, 7, 0, 0, 0, 0, 0, 0, 1, 2, 0, 8, 0, 7, 6, 0, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 1, 0, 3, 0, 8, 0, 2, 1, 0, 1, 4, 8, 2, 0, 8, 1, 0, 0, 2, 0, 0, 1, 6, 0, 8, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 16, 8, 7, 2, 0, 0, 0, 0, 4, 2, 2, 0, 0, 0, 0]",0.3595535714285714,2.0865800865800868
101,258,258,191,"[2, 0, 0, 2, 3, 0, 2, 2, 3, 0, 0, 0, 0, 5, 0, 4, 2, 0, 0, 0, 3, 0, 0, 1, 2, 1, 8, 0, 0, 0, 0, 4, 2, 0, 6, 2, 0, 0, 0, 0, 0, 2, 1, 3, 0, 1, 1, 1, 6, 3, 0, 1, 0, 0, 2, 0, 8, 5, 0, 0, 0, 5, 1, 1, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 2, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 2, 1, 3, 3, 5, 6, 3, 1, 0, 0, 0, 1, 6, 0, 0, 0, 0, 8, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 6, 1, 2, 0, 1, 2, 0, 1, 0, 0, 1, 1, 3, 0, 0, 0, 2, 0, 2, 0, 3, 0, 0, 1, 3, 0, 3, 0, 0, 6, 0, 0, 0, 2, 1, 1, 1, 1, 1, 0, 6, 4, 0, 3, 0, 1, 6, 1, 0, 0, 6, 3, 0, 2, 6, 3, 0, 0, 2, 1, 1, 3, 1, 1, 0, 0, 0, 0, 1, 1, 3, 8, 0, 1, 0, 0, 0, 6, 5, 1, 2, 3, 0, 1, 0, 2, 2, 6, 0, 0, 4, 2, 0, 0, 6, 0, 2, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 0, 8, 5, 0, 1, 0, 1, 0, 0, 0, 1, 1, 2, 2, 0, 0, 4, 0, 0, 2, 0, 8, 5, 0, 0, 0, 0]",0.31847545219638246,1.0
102,275,275,265,"[0, 0, 0, 0, 13, 4, 0, 0, 13, 0, 3, 1, 0, 0, 0, 13, 0, 0, 3, 0, 0, 13, 0, 0, 0, 2, 1, 1, 6, 1, 0, 0, 13, 2, 0, 0, 2, 1, 0, 0, 4, 0, 1, 2, 3, 4, 3, 0, 0, 2, 0, 6, 7, 3, 1, 0, 1, 2, 0, 3, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 13, 0, 2, 2, 0, 13, 0, 0, 0, 1, 3, 3, 0, 1, 13, 1, 0, 0, 2, 1, 0, 13, 0, 1, 2, 13, 4, 2, 0, 0, 0, 0, 1, 0, 0, 6, 3, 13, 1, 4, 4, 0, 0, 2, 1, 1, 0, 4, 0, 0, 0, 1, 2, 0, 0, 7, 1, 0, 6, 0, 0, 1, 1, 0, 17, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 13, 2, 1, 0, 3, 0, 1, 0, 2, 0, 0, 7, 3, 0, 3, 1, 4, 0, 1, 0, 3, 4, 0, 3, 2, 0, 2, 0, 2, 3, 0, 6, 0, 2, 0, 2, 4, 1, 0, 0, 0, 3, 0, 3, 0, 2, 1, 2, 3, 1, 1, 0, 13, 0, 1, 0, 0, 2, 1, 3, 0, 3, 3, 2, 1, 2, 1, 1, 3, 2, 0, 2, 7, 3, 0, 5, 1, 1, 1, 0, 6, 0, 0, 0, 2, 0, 7, 1, 1, 1, 1, 3, 2, 2, 2, 0, 3, 2, 0, 3, 1, 1, 2, 3, 0, 1, 1, 1, 0, 1, 0, 0, 6, 0, 0, 0, 0, 1, 0, 1, 0, 0, 13, 3, 1, 1, 0, 0, 0, 0]",0.3433396995161701,2.6267806267806266
103,242,242,262,"[0, 2, 0, 0, 0, 2, 0, 0, 2, 10, 0, 1, 1, 0, 1, 0, 0, 0, 0, 10, 3, 2, 1, 0, 4, 0, 5, 2, 4, 0, 2, 1, 0, 5, 0, 4, 1, 0, 0, 0, 0, 2, 3, 4, 0, 4, 0, 0, 0, 0, 0, 1, 0, 2, 0, 5, 0, 2, 1, 10, 3, 1, 0, 4, 1, 4, 0, 4, 0, 0, 0, 10, 4, 0, 2, 2, 2, 10, 5, 10, 2, 10, 5, 10, 2, 10, 5, 5, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 4, 0, 1, 0, 2, 4, 0, 4, 0, 0, 10, 0, 10, 1, 0, 1, 2, 3, 0, 2, 2, 1, 0, 2, 0, 2, 1, 2, 5, 0, 3, 2, 0, 10, 1, 2, 0, 1, 2, 0, 10, 0, 0, 10, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 3, 0, 3, 2, 2, 2, 0, 2, 10, 2, 4, 2, 2, 2, 2, 4, 5, 10, 4, 4, 0, 0, 2, 0, 0, 4, 0, 3, 0, 2, 3, 0, 10, 2, 4, 0, 2, 2, 1, 5, 1, 10, 1, 3, 2, 0, 3, 1, 4, 5, 10, 1, 4, 0, 10, 0, 0, 2, 0, 1, 2, 1, 1, 2, 3, 1, 10, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 0]",0.46418732782369143,1.0
104,246,246,278,"[0, 0, 2, 0, 12, 5, 3, 1, 1, 2, 1, 3, 1, 0, 0, 1, 2, 1, 0, 12, 0, 2, 4, 0, 1, 4, 7, 1, 0, 5, 3, 0, 0, 0, 2, 0, 0, 0, 0, 4, 2, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 1, 5, 0, 0, 0, 7, 2, 2, 0, 4, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 8, 5, 0, 0, 2, 3, 1, 4, 0, 1, 1, 3, 8, 0, 0, 4, 0, 2, 3, 0, 7, 4, 0, 2, 1, 4, 0, 12, 0, 4, 0, 0, 1, 0, 12, 0, 0, 0, 5, 0, 0, 2, 0, 4, 4, 5, 0, 4, 2, 0, 0, 1, 0, 4, 0, 2, 3, 5, 0, 0, 5, 7, 2, 1, 0, 12, 0, 12, 5, 0, 0, 4, 0, 8, 0, 8, 0, 0, 12, 0, 2, 0, 2, 0, 12, 1, 0, 0, 0, 0, 7, 2, 1, 2, 0, 0, 2, 12, 0, 0, 0, 0, 1, 3, 3, 7, 1, 0, 5, 0, 12, 0, 0, 12, 1, 5, 8, 2, 0, 5, 1, 12, 0, 2, 0, 0, 8, 5, 1, 2, 4, 0, 5, 8, 0, 2, 0, 1, 4, 2, 5, 0, 1, 8, 5, 0, 8, 2, 4, 0, 12, 0, 7, 1, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",0.39525745257452577,1.0
105,112,112,65,"[0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 5, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 3, 3, 3, 0, 0, 2, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 2, 3, 1, 1, 6, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 6, 1, 4, 0, 6, 0, 0, 0, 0, 3, 0, 0, 1, 0, 5, 2, 3, 0, 0, 2, 0, 0, 4, 1, 1, 0, 0, 3, 0, 0, 0, 3, 0, 1, 0, 6, 1, 2, 0, 0, 1, 0, 6, 2, 0, 0, 0, 0]",0.24404761904761904,1.0
106,252,252,230,"[0, 0, 0, 0, 6, 8, 8, 0, 1, 6, 0, 0, 3, 0, 1, 7, 0, 0, 1, 1, 1, 0, 1, 7, 1, 0, 7, 1, 3, 2, 8, 3, 0, 12, 0, 0, 4, 1, 1, 1, 7, 0, 0, 0, 2, 0, 6, 4, 4, 1, 3, 0, 0, 0, 0, 4, 7, 8, 1, 1, 6, 0, 0, 0, 0, 0, 7, 0, 1, 0, 6, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 7, 0, 3, 2, 0, 0, 0, 0, 1, 0, 1, 7, 8, 0, 7, 0, 1, 3, 0, 1, 7, 8, 0, 1, 3, 1, 0, 2, 1, 3, 1, 3, 6, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 6, 1, 3, 2, 2, 0, 0, 0, 3, 0, 0, 2, 0, 0, 6, 2, 2, 2, 0, 0, 0, 1, 0, 2, 0, 0, 1, 7, 1, 0, 7, 0, 2, 3, 2, 0, 0, 0, 0, 1, 0, 2, 1, 8, 1, 0, 7, 2, 3, 2, 1, 0, 1, 0, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 7, 8, 4, 3, 0, 3, 7, 0, 0, 3, 0, 0, 0, 2, 2, 1, 0, 3, 0, 0, 0, 0, 0, 2, 6, 6, 0, 2, 0, 6, 6, 4, 1, 1, 1, 2, 1, 1, 2, 2, 1, 12, 3, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.33170995670995673,1.6923076923076923
107,288,288,261,"[4, 1, 8, 0, 7, 2, 0, 8, 3, 0, 0, 1, 1, 0, 1, 0, 8, 1, 4, 0, 1, 8, 2, 4, 3, 0, 2, 0, 1, 0, 2, 3, 0, 1, 2, 0, 2, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 8, 4, 0, 0, 4, 0, 1, 0, 0, 0, 1, 2, 0, 8, 1, 1, 1, 8, 0, 0, 0, 3, 4, 8, 0, 1, 0, 1, 0, 1, 0, 7, 0, 0, 4, 4, 0, 0, 3, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 4, 2, 3, 1, 0, 0, 7, 0, 1, 3, 0, 0, 0, 0, 1, 8, 0, 0, 4, 2, 0, 2, 8, 1, 0, 0, 0, 1, 0, 2, 0, 4, 0, 1, 0, 2, 0, 2, 0, 1, 1, 1, 7, 1, 0, 4, 8, 0, 0, 0, 8, 0, 2, 1, 2, 0, 0, 4, 0, 7, 3, 3, 0, 1, 8, 0, 0, 7, 0, 0, 0, 3, 2, 2, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 2, 8, 1, 0, 3, 1, 4, 0, 2, 3, 7, 2, 0, 0, 2, 3, 0, 0, 1, 0, 1, 2, 8, 2, 2, 2, 1, 2, 2, 2, 1, 0, 7, 1, 7, 0, 1, 0, 19, 1, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 4, 0, 8, 1, 7, 0, 0, 0, 0, 0, 8, 2, 4, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 3, 3, 8, 0, 2, 1, 7, 5, 1, 8, 1, 8, 0, 0, 0, 1, 0, 7, 4, 0, 0, 0, 0]",0.3295949654228163,2.1076923076923078
108,246,246,253,"[0, 0, 3, 0, 9, 1, 0, 0, 9, 0, 0, 0, 0, 5, 0, 0, 9, 0, 3, 3, 0, 12, 0, 0, 0, 0, 0, 2, 0, 3, 12, 0, 0, 6, 2, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 9, 0, 0, 3, 2, 1, 0, 3, 12, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 9, 1, 0, 0, 6, 0, 0, 0, 5, 1, 4, 1, 9, 0, 5, 1, 9, 0, 5, 3, 0, 9, 2, 1, 0, 1, 12, 1, 11, 1, 0, 0, 2, 0, 1, 0, 0, 11, 0, 0, 0, 0, 6, 0, 5, 0, 9, 1, 0, 3, 0, 0, 0, 5, 1, 6, 2, 0, 0, 4, 3, 2, 3, 0, 2, 3, 11, 0, 0, 0, 6, 1, 11, 0, 1, 1, 1, 0, 3, 11, 1, 9, 4, 0, 5, 4, 4, 1, 0, 0, 0, 0, 0, 6, 0, 2, 11, 1, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 1, 6, 0, 3, 2, 0, 2, 0, 0, 2, 0, 2, 0, 1, 4, 0, 2, 1, 0, 2, 1, 0, 5, 1, 2, 0, 5, 4, 0, 0, 0, 0, 1, 1, 6, 1, 6, 4, 0, 0, 1, 0, 2, 1, 0, 0, 0, 4, 2, 0, 6, 0, 2, 3, 1, 1, 0, 3, 2, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0]",0.3612589307711259,1.0897435897435896
109,272,272,351,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 12, 10, 0, 0, 1, 0, 0, 0, 0, 5, 4, 0, 12, 1, 4, 1, 2, 3, 0, 0, 1, 1, 0, 0, 4, 0, 0, 2, 0, 1, 0, 0, 1, 0, 5, 8, 10, 12, 0, 2, 7, 0, 12, 1, 0, 4, 8, 10, 2, 0, 0, 0, 2, 5, 10, 5, 10, 1, 3, 1, 4, 0, 4, 4, 0, 0, 2, 8, 7, 8, 7, 2, 2, 1, 0, 5, 0, 2, 10, 7, 4, 4, 8, 10, 0, 0, 1, 2, 2, 1, 0, 2, 5, 0, 1, 5, 4, 5, 2, 8, 10, 5, 1, 5, 1, 0, 3, 1, 0, 0, 2, 1, 0, 0, 5, 0, 8, 10, 5, 0, 5, 0, 12, 6, 12, 1, 3, 4, 1, 2, 0, 0, 4, 0, 0, 1, 1, 0, 2, 0, 0, 12, 0, 12, 0, 0, 0, 1, 5, 0, 0, 3, 0, 5, 1, 0, 5, 0, 1, 3, 2, 0, 0, 12, 5, 0, 0, 2, 0, 0, 12, 0, 0, 5, 0, 2, 7, 0, 4, 1, 0, 1, 1, 12, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 5, 4, 0, 0, 2, 1, 12, 0, 8, 10, 0, 0, 4, 0, 0, 1, 0, 8, 10, 7, 3, 1, 0, 0, 1, 4, 2, 3, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 5, 1, 3, 0, 0, 5, 0, 2, 0, 7, 0, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 12, 7, 0, 0, 0, 0]",0.41911764705882354,1.0
110,188,188,111,"[0, 0, 1, 0, 5, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 2, 2, 2, 9, 2, 1, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 1, 1, 1, 3, 0, 0, 5, 0, 0, 0, 0, 4, 1, 1, 4, 1, 1, 3, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 5, 0, 0, 5, 1, 2, 0, 0, 0, 1, 0, 0, 0, 5, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 3, 0, 3, 1, 1, 1, 0, 3, 1, 3, 0, 5, 1, 3, 0, 0, 3, 0, 1, 1, 5, 0, 1, 1, 0, 1, 4, 0, 1, 4, 0, 5, 2, 1, 0, 1, 0, 1, 0, 4, 0, 3, 0, 0, 2, 0, 1, 0, 0, 3, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3, 1, 0, 1, 3, 1, 5, 0, 0, 3, 0, 5, 0, 1, 2, 1, 4, 3, 1, 0, 0, 0, 0]",0.2695035460992908,1.8181818181818181
111,261,261,317,"[0, 0, 4, 0, 8, 0, 3, 0, 9, 10, 0, 0, 4, 0, 0, 7, 4, 4, 0, 7, 0, 0, 0, 7, 0, 0, 2, 0, 3, 1, 0, 1, 10, 5, 2, 0, 1, 0, 7, 0, 4, 4, 0, 0, 4, 2, 7, 0, 4, 0, 0, 0, 0, 0, 0, 4, 1, 1, 2, 3, 2, 10, 5, 0, 1, 1, 2, 2, 10, 4, 2, 2, 10, 0, 4, 2, 8, 1, 2, 0, 1, 8, 0, 0, 9, 2, 0, 7, 7, 1, 1, 0, 2, 0, 1, 2, 1, 0, 3, 0, 10, 5, 0, 8, 0, 2, 1, 8, 0, 2, 10, 4, 9, 0, 2, 1, 2, 4, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, 5, 1, 1, 0, 0, 0, 0, 3, 1, 3, 0, 4, 2, 8, 2, 1, 1, 9, 2, 0, 1, 0, 4, 0, 0, 0, 0, 10, 4, 0, 0, 8, 2, 7, 4, 3, 0, 0, 0, 0, 1, 0, 9, 8, 2, 2, 0, 1, 3, 1, 2, 9, 10, 5, 0, 2, 2, 2, 9, 0, 0, 0, 7, 0, 0, 1, 0, 0, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 7, 0, 10, 5, 2, 7, 0, 1, 7, 2, 7, 0, 9, 0, 2, 0, 3, 3, 0, 0, 10, 4, 4, 0, 0, 0, 3, 0, 7, 0, 7, 0, 0, 0, 0, 0, 1, 0, 9, 0, 8, 9, 0, 0, 1, 0, 7, 4, 0, 0, 0, 0]",0.45721583652618136,1.0
112,266,266,213,"[0, 0, 0, 0, 4, 6, 0, 1, 0, 3, 1, 0, 0, 5, 0, 2, 0, 6, 0, 0, 0, 0, 4, 8, 6, 3, 0, 0, 4, 8, 1, 1, 5, 1, 5, 0, 0, 3, 0, 5, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 5, 0, 0, 1, 2, 0, 0, 1, 0, 2, 1, 5, 1, 1, 8, 0, 5, 1, 1, 1, 1, 5, 0, 4, 0, 0, 0, 5, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 5, 1, 2, 1, 3, 5, 1, 1, 4, 6, 5, 0, 0, 2, 0, 0, 3, 5, 1, 1, 1, 1, 1, 5, 1, 2, 1, 0, 2, 1, 1, 0, 0, 1, 0, 0, 5, 1, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 8, 8, 0, 1, 0, 1, 1, 5, 0, 4, 0, 0, 0, 3, 1, 8, 1, 0, 3, 0, 4, 1, 6, 0, 3, 0, 4, 1, 0, 0, 1, 4, 5, 1, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 4, 5, 0, 0, 0, 0, 1, 5, 3, 0, 0, 8, 0, 0, 1, 1, 0, 0, 5, 1, 1, 2, 0, 0, 1, 0, 6, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 1, 1, 4, 8, 6, 0, 0, 0, 1, 3, 0, 8, 0, 1, 1, 0, 0, 1, 3, 0, 0, 0, 8, 1, 9, 1, 2, 0, 1, 5, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0]",0.26422604129371047,2.3333333333333335
113,244,244,318,"[12, 2, 0, 6, 1, 12, 0, 7, 0, 1, 7, 2, 9, 7, 0, 3, 0, 0, 11, 0, 12, 1, 12, 0, 12, 0, 1, 2, 1, 3, 1, 1, 1, 7, 0, 0, 2, 9, 7, 1, 11, 0, 2, 2, 2, 0, 9, 2, 3, 3, 0, 12, 0, 1, 0, 0, 6, 1, 0, 6, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 9, 7, 0, 0, 1, 3, 2, 0, 1, 0, 9, 2, 1, 0, 11, 9, 2, 2, 0, 2, 0, 0, 0, 12, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 9, 1, 11, 0, 2, 4, 0, 14, 1, 1, 7, 0, 0, 0, 1, 11, 1, 12, 1, 12, 1, 0, 0, 11, 3, 6, 2, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 2, 0, 9, 2, 2, 0, 1, 0, 0, 1, 2, 0, 14, 0, 2, 0, 0, 0, 2, 1, 0, 12, 0, 9, 2, 0, 0, 0, 3, 0, 0, 12, 0, 11, 2, 0, 6, 1, 2, 9, 0, 0, 11, 3, 1, 1, 1, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 2, 2, 0, 2, 1, 0, 3, 1, 1, 0, 1, 2, 4, 2, 1, 0, 0, 0, 12, 0, 6, 4, 14, 1, 0, 1, 0, 0, 0, 1, 0, 6, 7, 0, 0, 0, 0]",0.367531375728097,1.6102941176470589
114,285,285,384,"[0, 0, 1, 0, 9, 3, 0, 0, 2, 1, 9, 0, 1, 14, 0, 8, 4, 1, 1, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 14, 5, 2, 1, 0, 2, 0, 1, 1, 5, 1, 0, 1, 8, 2, 0, 1, 0, 1, 0, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0, 5, 2, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 1, 1, 0, 13, 0, 14, 5, 1, 0, 0, 0, 0, 8, 1, 4, 0, 0, 0, 0, 1, 0, 5, 8, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 2, 6, 3, 0, 8, 14, 3, 13, 0, 0, 0, 7, 3, 13, 2, 9, 0, 3, 0, 5, 0, 22, 1, 0, 4, 0, 8, 0, 0, 9, 0, 14, 0, 7, 0, 0, 1, 8, 2, 0, 0, 0, 22, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 2, 0, 2, 0, 0, 1, 9, 3, 3, 2, 9, 0, 0, 1, 3, 0, 0, 1, 5, 1, 3, 9, 0, 5, 0, 1, 12, 0, 9, 0, 5, 2, 12, 3, 2, 3, 2, 14, 0, 8, 5, 2, 12, 3, 2, 8, 13, 3, 2, 1, 0, 5, 0, 9, 0, 2, 0, 2, 4, 1, 0, 1, 1, 0, 1, 0, 1, 5, 0, 12, 0, 1, 0, 0, 13, 2, 2, 9, 2, 0, 3, 0, 3, 12, 0, 0, 8, 0, 4, 0, 0, 0, 0, 13, 0, 2, 1, 0, 1, 7, 2, 2, 2, 2, 5, 3, 7, 2, 0, 14, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0]",0.3946526572842362,1.8916256157635467
